player_name,team_name,appearances,minutesPlayed,goals,expectedGoals,shotsOnTarget,totalShots,bigChancesMissed,bigChancesCreated,goalConversionPercentage,headedGoals,shotsFromInsideTheBox,assists,expectedAssists,keyPasses,totalPasses,accuratePasses,accuratePassesPercentage,accurateLongBalls,accurateLongBallsPercentage,accurateCrosses,accurateCrossesPercentage,totalCross,accurateFinalThirdPasses,passToAssist,successfulDribbles,successfulDribblesPercentage,totalContest,touches,dispossessed,possessionLost,possessionWonAttThird,wasFouled,ballRecovery,offsides,tackles,tacklesWon,interceptions,blockedShots,clearances,outfielderBlocks,errorLeadToGoal,errorLeadToShot,groundDuelsWon,groundDuelsWonPercentage,aerialDuelsWon,aerialDuelsWonPercentage,dribbledPast,duelLost,fouls,yellowCards,redCards,penaltyConceded,penaltyWon,saves,goalsPrevented,cleanSheet,goalsConceded,penaltySave,penaltyFaced,highClaims,runsOut,successfulRunsOut,punches,savedShotsFromInsideTheBox,savedShotsFromOutsideTheBox,crossesNotClaimed,penaltiesTaken,penaltyGoals,rating,league,accumulation,season,master_id,player_name_us,player_name_tm,player_id_tm,goals_p90,expectedGoals_p90,shotsOnTarget_p90,totalShots_p90,bigChancesMissed_p90,bigChancesCreated_p90,goalConversionPercentage_p90,headedGoals_p90,shotsFromInsideTheBox_p90,assists_p90,expectedAssists_p90,keyPasses_p90,totalPasses_p90,accuratePasses_p90,accuratePassesPercentage_p90,accurateLongBalls_p90,accurateLongBallsPercentage_p90,accurateCrosses_p90,accurateCrossesPercentage_p90,totalCross_p90,accurateFinalThirdPasses_p90,passToAssist_p90,successfulDribbles_p90,successfulDribblesPercentage_p90,totalContest_p90,touches_p90,dispossessed_p90,possessionLost_p90,possessionWonAttThird_p90,wasFouled_p90,ballRecovery_p90,offsides_p90,tackles_p90,tacklesWon_p90,interceptions_p90,blockedShots_p90,clearances_p90,outfielderBlocks_p90,errorLeadToGoal_p90,errorLeadToShot_p90,groundDuelsWon_p90,groundDuelsWonPercentage_p90,aerialDuelsWon_p90,aerialDuelsWonPercentage_p90,dribbledPast_p90,duelLost_p90,fouls_p90,yellowCards_p90,redCards_p90,penaltyConceded_p90,penaltyWon_p90,saves_p90,goalsPrevented_p90,cleanSheet_p90,goalsConceded_p90,penaltySave_p90,penaltyFaced_p90,highClaims_p90,runsOut_p90,successfulRunsOut_p90,punches_p90,savedShotsFromInsideTheBox_p90,savedShotsFromOutsideTheBox_p90,crossesNotClaimed_p90,penaltiesTaken_p90,penaltyGoals_p90,rating_p90,accumulation_p90,shots_us,xGChain_us,xGBuildup_us,xA_us,ppda,oppda,deep,odc,xg,xg_against,np_xg,xp,position_tm,age_tm,height,nationality,market_value,contract_expires,date_of_birth,joined,signed_from,postes_list
Unai Vencedor,Levante UD,16,818,0,,0,0,0,3,0.0,0,0,0,1.53,12,416,339,81.49,40,57.97,9,40.91,22,85,0,4,57.14,7,537,3,101,4,8,39,0,22,13,6,0,14,5.0,0,0,34,41.98,14,50.0,18,61,24,3,1,0,0,0,,0,16,0,0,0,0,0,0,0,0,0,0,0,6.69,Spain La Liga,total,25/26,a70fd126ed5b,Unai Vencedor,Unai Vencedor,610083.0,0.0,,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.17,1.32,45.77,37.3,81.49,4.4,57.97,0.99,40.91,2.42,9.35,0.0,0.44,57.14,0.77,59.08,0.33,11.11,0.44,0.88,4.29,0.0,2.42,1.43,0.66,0.0,1.54,0.55,0.0,0.0,3.74,41.98,1.54,50.0,1.98,6.71,2.64,0.33,0.11,0.0,0.0,0.0,,0.0,1.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.69,per90,0.0,2.1353150978684425,1.1437988132238388,1.509224282577634,,,,,,,,,Central Midfield,25.0,1.76,Spain,€1.80m,"Jun 30, 2026","Nov 15, 2000","Sep 1, 2025",,"[""CM""]"
Hector Fort,Elche,14,500,2,0.62,5,12,1,0,16.67,0,7,2,0.2,4,162,135,83.33,8,57.14,2,22.22,9,37,0,8,42.11,19,289,8,67,4,1,19,2,12,3,6,5,10,1.0,0,0,21,43.75,6,54.55,3,32,5,0,0,0,0,0,,0,6,0,0,0,0,0,0,0,0,0,0,0,6.69,Spain La Liga,total,25/26,96d9a02bd0b5,Hector Fort,Héctor Fort,937955.0,0.36,0.11,0.9,2.16,0.18,0.0,16.67,0.0,1.26,0.36,0.04,0.72,29.16,24.3,83.33,1.44,57.14,0.36,22.22,1.62,6.66,0.0,1.44,42.11,3.42,52.02,1.44,12.06,0.72,0.18,3.42,0.36,2.16,0.54,1.08,0.9,1.8,0.18,0.0,0.0,3.78,43.75,1.08,54.55,0.54,5.76,0.9,0.0,0.0,0.0,0.0,0.0,,0.0,1.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.69,per90,12.0,2.068314729258418,1.3800024185329676,0.2132606506347656,8.557274617394407,11.467948666984189,206.0,236.0,48.165307,68.9271509,44.4490381,41.6701,Right-Back,19.0,1.85,Spain,€12.00m,"Jun 30, 2026","Aug 2, 2006","Sep 1, 2025",,"[""FB""]"
Yangel Herrera,Real Sociedad,14,642,0,0.4,1,6,1,0,0.0,0,4,0,0.39,2,280,221,78.93,11,55.0,1,50.0,2,51,0,5,55.56,9,405,9,85,2,21,25,2,12,7,2,2,22,5.0,1,0,37,51.39,26,63.41,8,50,14,2,0,0,1,0,,0,23,0,0,0,0,0,0,0,0,0,0,0,6.69,Spain La Liga,total,25/26,9fdb57bc40fc,Yangel Herrera,Yangel Herrera,378293.0,0.0,0.06,0.14,0.84,0.14,0.0,0.0,0.0,0.56,0.0,0.05,0.28,39.25,30.98,78.93,1.54,55.0,0.14,50.0,0.28,7.15,0.0,0.7,55.56,1.26,56.78,1.26,11.92,0.28,2.94,3.5,0.28,1.68,0.98,0.28,0.28,3.08,0.7,0.14,0.0,5.19,51.39,3.64,63.41,1.12,7.01,1.96,0.28,0.0,0.0,0.14,0.0,,0.0,3.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.69,per90,6.0,1.6791701149195433,1.4945150688290596,0.0548966005444526,9.848472286879405,13.753364443454316,229.0,247.0,59.69832,60.536733,53.008944,54.608,Central Midfield,28.0,1.84,Venezuela,€9.00m,"Jun 30, 2030","Jan 7, 1998","Sep 1, 2025",,"[""CM""]"
Martin Valjent,Mallorca,37,3309,0,0.81,8,17,1,0,0.0,0,8,0,0.33,3,1784,1555,87.16,105,43.39,0,0.0,2,145,0,4,80.0,5,2278,6,263,2,11,90,0,50,34,22,5,242,15.0,1,1,64,56.14,59,59.6,10,90,36,6,0,2,0,0,,5,56,0,0,0,0,0,0,0,0,0,0,0,6.69,Spain La Liga,total,25/26,f13e6d18acf9,Martin Valjent,Martin Valjent,277384.0,0.0,0.02,0.22,0.46,0.03,0.0,0.0,0.0,0.22,0.0,0.01,0.08,48.52,42.29,87.16,2.86,43.39,0.0,0.0,0.05,3.94,0.0,0.11,80.0,0.14,61.96,0.16,7.15,0.05,0.3,2.45,0.0,1.36,0.92,0.6,0.14,6.58,0.41,0.03,0.03,1.74,56.14,1.6,59.6,0.27,2.45,0.98,0.16,0.0,0.05,0.0,0.0,,0.14,1.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.69,per90,17.0,9.191905220970511,8.853639227338135,0.1400438267737627,13.226640210388156,12.363035490821698,154.0,264.0,47.5117721,65.845922,42.0680921,39.7851,Centre-Back,30.0,1.87,Slovakia,€4.50m,"Jun 30, 2029","Dec 11, 1995","Jul 1, 2019",,"[""CB""]"
Allan Nyom,Getafe,15,524,0,0.18,1,3,0,1,0.0,0,2,1,0.96,6,179,115,64.25,16,35.56,6,75.0,8,26,1,1,33.33,3,316,4,85,0,8,19,1,11,7,1,1,26,0.0,0,0,20,48.78,18,72.0,3,28,13,6,1,0,0,0,,1,7,0,0,0,0,0,0,0,0,0,0,0,6.69,Spain La Liga,total,25/26,5ffe8c45308b,Nyom,Allan Nyom,111508.0,0.0,0.03,0.17,0.52,0.0,0.17,0.0,0.0,0.34,0.17,0.16,1.03,30.74,19.75,64.25,2.75,35.56,1.03,75.0,1.37,4.47,0.17,0.17,33.33,0.52,54.27,0.69,14.6,0.0,1.37,3.26,0.17,1.89,1.2,0.17,0.17,4.47,0.0,0.0,0.0,3.44,48.78,3.09,72.0,0.52,4.81,2.23,1.03,0.17,0.0,0.0,0.0,,0.17,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.69,per90,3.0,1.2234054617583752,0.0132335685193538,1.1202348694205284,11.512524688471052,6.111369497793024,109.0,177.0,33.9627569,48.312659,30.9782609,42.9512,Right-Back,38.0,1.89,Cameroon,€200k,"Jun 30, 2026","May 10, 1988","Sep 20, 2025",,"[""FB""]"
Kike García,Espanyol,37,1749,8,8.8,27,60,11,4,13.33,1,55,1,2.25,20,389,252,64.78,11,55.0,1,5.56,18,92,0,9,37.5,24,740,21,259,17,44,48,26,12,7,6,10,20,1.0,1,0,63,46.32,90,49.72,11,164,32,3,0,0,0,0,,0,26,0,0,0,0,0,0,0,0,0,2,1,6.69,Spain La Liga,total,25/26,22d137994dfa,Kike García,Kike García,93936.0,0.41,0.45,1.39,3.09,0.57,0.21,13.33,0.05,2.83,0.05,0.12,1.03,20.02,12.97,64.78,0.57,55.0,0.05,5.56,0.93,4.73,0.0,0.46,37.5,1.23,38.08,1.08,13.33,0.87,2.26,2.47,1.34,0.62,0.36,0.31,0.51,1.03,0.05,0.05,0.0,3.24,46.32,4.63,49.72,0.57,8.44,1.65,0.15,0.0,0.0,0.0,0.0,,0.0,1.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.05,6.69,per90,60.0,12.71857414022088,2.124022038653493,2.6575004514306784,13.126416367211348,9.703613737933352,171.0,235.0,52.380573,62.670768,48.664304,44.1313,Centre-Forward,36.0,1.86,Spain,€800k,"Jun 30, 2027","Nov 25, 1989","Jul 1, 2025",,"[""CF""]"
Jonny Otto,Deportivo Alavés,34,2998,0,0.55,3,9,2,2,0.0,0,5,0,1.85,17,1757,1522,86.62,63,50.81,7,29.17,24,303,0,25,73.53,34,2482,31,368,11,30,156,1,66,39,41,1,63,14.0,0,2,121,53.54,26,54.17,32,127,37,7,0,0,0,0,,3,52,0,0,0,0,0,0,0,0,0,0,0,6.69,Spain La Liga,total,25/26,61be85aeb6af,Jonny,Jonny Otto,175446.0,0.0,0.02,0.09,0.27,0.06,0.06,0.0,0.0,0.15,0.0,0.06,0.51,52.75,45.69,86.62,1.89,50.81,0.21,29.17,0.72,9.1,0.0,0.75,73.53,1.02,74.51,0.93,11.05,0.33,0.9,4.68,0.03,1.98,1.17,1.23,0.03,1.89,0.42,0.0,0.06,3.63,53.54,0.78,54.17,0.96,3.81,1.11,0.21,0.0,0.0,0.0,0.0,,0.09,1.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.69,per90,9.0,11.327970540151,9.65009731054306,1.2115384247153995,,,,,,,,,Right-Back,32.0,1.75,Spain,€2.50m,"Jun 30, 2027","Mar 3, 1994","Jul 2, 2025",,"[""FB""]"
Carlos Domínguez,Celta Vigo,8,610,0,0.52,1,2,1,0,0.0,0,2,0,0.07,1,442,404,91.4,16,43.24,0,0.0,1,33,0,0,0.0,2,538,4,48,0,1,25,0,13,8,5,0,43,5.0,1,0,14,53.85,14,70.0,2,18,6,1,0,1,0,0,,0,12,0,0,0,0,0,0,0,0,0,0,0,6.69,Spain La Liga,total,25/26,06fa4b13403c,Carlos Domínguez,Carlos Domínguez,636093.0,0.0,0.08,0.15,0.3,0.15,0.0,0.0,0.0,0.3,0.0,0.01,0.15,65.21,59.61,91.4,2.36,43.24,0.0,0.0,0.15,4.87,0.0,0.0,0.0,0.3,79.38,0.59,7.08,0.0,0.15,3.69,0.0,1.92,1.18,0.74,0.0,6.34,0.74,0.15,0.0,2.07,53.85,2.07,70.0,0.3,2.66,0.89,0.15,0.0,0.15,0.0,0.0,,0.0,1.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.69,per90,2.0,2.678647793829441,2.646242737770081,0.0324050560593605,14.510581273373026,14.000154101648103,263.0,238.0,51.991857,56.3444721,46.045642,51.3689,Centre-Back,25.0,1.87,Spain,€3.00m,"Jun 30, 2028","Feb 11, 2001","Jan 1, 2023",,"[""CB""]"
Franco Mastantuono,Real Madrid,23,1049,1,3.09,7,30,3,5,3.33,0,20,0,2.33,16,492,443,90.04,11,64.71,9,29.03,31,172,0,25,46.3,54,783,27,170,8,30,39,1,20,12,3,6,3,0.0,0,1,75,45.73,5,38.46,17,97,18,5,1,0,0,0,,1,9,0,0,0,0,0,0,0,0,0,0,0,6.69,Spain La Liga,total,25/26,9ba50c98a557,Franco Mastantuono,Franco Mastantuono,1057316.0,0.09,0.27,0.6,2.57,0.26,0.43,3.33,0.0,1.72,0.0,0.2,1.37,42.21,38.01,90.04,0.94,64.71,0.77,29.03,2.66,14.76,0.0,2.14,46.3,4.63,67.18,2.32,14.59,0.69,2.57,3.35,0.09,1.72,1.03,0.26,0.51,0.26,0.0,0.0,0.09,6.43,45.73,0.43,38.46,1.46,8.32,1.54,0.43,0.09,0.0,0.0,0.0,,0.09,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.69,per90,30.0,7.648913703858852,4.390332970768213,2.86138834618032,11.380770060106167,16.915965787308497,381.0,219.0,81.485508,44.98583,70.966896,75.9341,Right Winger,18.0,1.78,Argentina,€45.00m,"Jun 30, 2031","Aug 14, 2007","Aug 14, 2025",,"[""W""]"
Johan Mojica,Mallorca,35,2737,0,0.54,2,17,1,6,0.0,0,3,4,3.5,36,1210,957,79.09,66,36.46,38,28.57,133,261,0,15,36.59,41,2051,28,485,9,30,178,2,51,27,24,3,84,6.0,0,2,95,50.8,23,58.97,10,108,29,6,1,0,0,0,,5,44,0,0,0,0,0,0,0,0,0,0,0,6.69,Spain La Liga,total,25/26,337ef01f12f0,Johan Mojica,Johan Mojica,262939.0,0.0,0.02,0.07,0.56,0.03,0.2,0.0,0.0,0.1,0.13,0.12,1.18,39.79,31.47,79.09,2.17,36.46,1.25,28.57,4.37,8.58,0.0,0.49,36.59,1.35,67.44,0.92,15.95,0.3,0.99,5.85,0.07,1.68,0.89,0.79,0.1,2.76,0.2,0.0,0.07,3.12,50.8,0.76,58.97,0.33,3.55,0.95,0.2,0.03,0.0,0.0,0.0,,0.16,1.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.69,per90,17.0,9.051305999979377,5.788199552334845,3.927842003293336,13.226640210388156,12.363035490821698,154.0,264.0,47.5117721,65.845922,42.0680921,39.7851,Left-Back,33.0,1.85,Colombia,€1.80m,"Jun 30, 2027","Aug 21, 1992","Jul 23, 2024",,"[""FB""]"
Denis Suárez,Deportivo Alavés,30,1432,1,0.98,4,9,2,2,11.11,0,4,2,1.67,22,797,684,85.82,27,45.0,11,26.83,41,214,0,25,46.3,54,1071,25,224,9,26,92,0,23,12,6,3,12,3.0,0,1,74,42.29,4,30.77,27,110,20,6,0,0,0,0,,1,21,0,0,0,0,0,0,0,0,0,0,0,6.68,Spain La Liga,total,25/26,75a4a45ac1c3,Denis Suárez,Denis Suárez,165007.0,0.06,0.06,0.25,0.57,0.13,0.13,11.11,0.0,0.25,0.13,0.1,1.38,50.09,42.99,85.82,1.7,45.0,0.69,26.83,2.58,13.45,0.0,1.57,46.3,3.39,67.31,1.57,14.08,0.57,1.63,5.78,0.0,1.45,0.75,0.38,0.19,0.75,0.19,0.0,0.06,4.65,42.29,0.25,30.77,1.7,6.91,1.26,0.38,0.0,0.0,0.0,0.0,,0.06,1.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.68,per90,9.0,7.904554916545749,5.969972092658281,1.729144150391221,,,,,,,,,Attacking Midfield,32.0,1.76,Spain,€1.20m,"Jun 30, 2027","Jan 6, 1994","Aug 29, 2025",,"[""AM""]"
Unai Elgezabal,Levante UD,12,958,1,0.67,1,3,1,0,33.33,0,3,0,0.35,2,409,348,85.09,14,30.43,0,0.0,0,20,0,0,0.0,0,542,0,67,1,6,28,0,8,4,3,0,70,16.0,0,1,14,43.75,31,72.09,7,30,11,2,0,1,0,0,,1,24,0,0,0,0,0,0,0,0,0,0,0,6.68,Spain La Liga,total,25/26,05228bba493e,Unai Elgezabal,Unai Elgezabal,255495.0,0.09,0.06,0.09,0.28,0.09,0.0,33.33,0.0,0.28,0.0,0.03,0.19,38.42,32.69,85.09,1.32,30.43,0.0,0.0,0.0,1.88,0.0,0.0,0.0,0.0,50.92,0.0,6.29,0.09,0.56,2.63,0.0,0.75,0.38,0.28,0.0,6.58,1.5,0.0,0.09,1.32,43.75,2.91,72.09,0.66,2.82,1.03,0.19,0.0,0.09,0.0,0.0,,0.09,2.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.68,per90,3.0,1.465649597346783,1.465649597346783,0.1339095868170261,,,,,,,,,Centre-Back,33.0,1.85,Spain,€600k,"Jun 30, 2027","Apr 25, 1993","Jul 1, 2024",,"[""CB""]"
Urko González,Espanyol,36,2629,0,0.73,1,18,0,0,0.0,0,6,1,0.73,11,981,794,80.94,29,34.94,1,8.33,12,165,1,14,63.64,22,1378,28,276,7,42,142,1,55,35,32,6,59,11.0,0,1,109,48.44,25,49.02,42,142,42,7,0,0,0,0,,4,45,0,0,0,0,0,0,0,0,0,0,0,6.68,Spain La Liga,total,25/26,04527af80e86,Urko Gonzalez,Urko González de Zárate,625651.0,0.0,0.02,0.03,0.62,0.0,0.0,0.0,0.0,0.21,0.03,0.02,0.38,33.58,27.18,80.94,0.99,34.94,0.03,8.33,0.41,5.65,0.03,0.48,63.64,0.75,47.17,0.96,9.45,0.24,1.44,4.86,0.03,1.88,1.2,1.1,0.21,2.02,0.38,0.0,0.03,3.73,48.44,0.86,49.02,1.44,4.86,1.44,0.24,0.0,0.0,0.0,0.0,,0.14,1.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.68,per90,18.0,5.933217795565724,5.271215932443738,0.3392333183437586,13.126416367211348,9.703613737933352,171.0,235.0,52.380573,62.670768,48.664304,44.1313,Defensive Midfield,25.0,1.89,Spain,€10.00m,"Jun 30, 2030","Mar 20, 2001","Aug 28, 2025",,"[""DM""]"
Batista Mendy,Sevilla,27,1624,1,1.14,5,17,0,0,5.88,0,2,0,0.49,9,653,565,86.52,34,57.63,1,20.0,5,140,0,10,58.82,17,905,18,143,8,27,93,0,35,23,18,7,24,5.0,1,2,71,47.97,16,59.26,15,88,37,6,0,0,0,0,,2,26,0,0,0,0,0,0,0,0,0,0,0,6.68,Spain La Liga,total,25/26,9e0ac1d0c358,Batista Mendy,Batista Mendy,395234.0,0.06,0.06,0.28,0.94,0.0,0.0,5.88,0.0,0.11,0.0,0.03,0.5,36.19,31.31,86.52,1.88,57.63,0.06,20.0,0.28,7.76,0.0,0.55,58.82,0.94,50.15,1.0,7.92,0.44,1.5,5.15,0.0,1.94,1.27,1.0,0.39,1.33,0.28,0.06,0.11,3.93,47.97,0.89,59.26,0.83,4.88,2.05,0.33,0.0,0.0,0.0,0.0,,0.11,1.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.68,per90,17.0,4.13434686139226,3.504842003807425,0.4901229040697217,9.617935877180493,11.121424179917364,201.0,206.0,39.647959,61.323829,35.092745,37.8838,Defensive Midfield,26.0,1.91,France,€10.00m,"Jun 30, 2026","Jan 12, 2000","Sep 1, 2025",,"[""DM""]"
Luiz Felipe,Rayo Vallecano,10,491,0,0.38,1,3,0,0,0.0,0,3,0,0.02,1,254,231,90.94,8,44.44,0,0.0,0,5,0,0,0.0,0,323,0,31,1,1,12,0,12,8,8,1,24,3.0,0,0,13,61.9,9,52.94,3,16,5,1,0,0,0,0,,2,4,0,0,0,0,0,0,0,0,0,0,0,6.68,Spain La Liga,total,25/26,65854bee2b1d,Luiz Felipe,Luiz Felipe,457931.0,0.0,0.07,0.18,0.55,0.0,0.0,0.0,0.0,0.55,0.0,0.0,0.18,46.56,42.34,90.94,1.47,44.44,0.0,0.0,0.0,0.92,0.0,0.0,0.0,0.0,59.21,0.0,5.68,0.18,0.18,2.2,0.0,2.2,1.47,1.47,0.18,4.4,0.55,0.0,0.0,2.38,61.9,1.65,52.94,0.55,2.93,0.92,0.18,0.0,0.0,0.0,0.0,,0.37,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.68,per90,3.0,0.7661405727267265,0.7661405727267265,0.0198127329349517,8.865585026611614,12.61687102468504,185.0,238.0,59.976055,56.34395,57.002933,55.8956,Centre-Back,29.0,1.87,Italy,€3.00m,"Jun 30, 2026","Mar 22, 1997","Jul 7, 2025",,"[""CB""]"
Calebe Gonçalves,Deportivo Alavés,19,764,0,0.13,1,5,0,1,0.0,0,0,0,0.42,13,313,275,87.86,6,60.0,2,12.5,16,86,0,16,41.03,39,496,8,105,6,19,52,0,25,14,9,3,4,1.0,0,0,60,53.57,2,40.0,5,55,18,2,0,0,0,0,,0,8,0,0,0,0,0,0,0,0,0,0,0,6.68,Spain La Liga,total,25/26,5075906b3322,Calebe,Calebe,798114.0,0.0,0.02,0.12,0.59,0.0,0.12,0.0,0.0,0.0,0.0,0.05,1.53,36.87,32.4,87.86,0.71,60.0,0.24,12.5,1.88,10.13,0.0,1.88,41.03,4.59,58.43,0.94,12.37,0.71,2.24,6.13,0.0,2.95,1.65,1.06,0.35,0.47,0.12,0.0,0.0,7.07,53.57,0.24,40.0,0.59,6.48,2.12,0.24,0.0,0.0,0.0,0.0,,0.0,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.68,per90,5.0,3.171772821806371,2.632065003737808,0.4505636161193251,,,,,,,,,Attacking Midfield,26.0,1.73,Brazil,€2.00m,"Jun 30, 2026","Apr 30, 2000","Jul 22, 2025",,"[""AM""]"
Kike Barja,Osasuna,27,484,2,0.93,4,8,0,0,25.0,0,7,2,1.42,11,123,91,73.98,8,61.54,18,26.87,67,43,0,6,31.58,19,288,11,117,4,11,12,1,5,2,2,1,5,1.0,0,0,22,36.07,7,53.85,4,45,11,4,0,0,0,0,,0,7,0,0,0,0,0,0,0,0,0,0,0,6.68,Spain La Liga,total,25/26,c3abdf6b2c73,Kike Barja,Kike Barja,298575.0,0.37,0.17,0.74,1.49,0.0,0.0,25.0,0.0,1.3,0.37,0.26,2.05,22.87,16.92,73.98,1.49,61.54,3.35,26.87,12.46,8.0,0.0,1.12,31.58,3.53,53.55,2.05,21.76,0.74,2.05,2.23,0.19,0.93,0.37,0.37,0.19,0.93,0.19,0.0,0.0,4.09,36.07,1.3,53.85,0.74,8.37,2.05,0.74,0.0,0.0,0.0,0.0,,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.68,per90,8.0,3.1038959324359894,1.19322744384408,0.6617407351732254,13.195184418070868,11.318685020778451,192.0,248.0,51.463089,51.639958,45.516868,53.3607,Right Winger,29.0,1.79,Spain,€1.50m,"Jun 30, 2026","Apr 1, 1997","Jan 1, 2018",,"[""W""]"
Jorge Herrando,Osasuna,28,1608,0,0.29,0,3,1,1,0.0,0,3,1,0.81,2,702,604,86.04,24,35.82,0,0.0,1,39,0,3,100.0,3,943,1,110,0,8,38,0,32,15,18,2,108,11.0,0,0,42,55.26,28,56.0,10,56,24,3,0,0,1,0,,2,26,0,0,0,0,0,0,0,0,0,0,0,6.68,Spain La Liga,total,25/26,e469f0fa626e,Jorge Herrando,Jorge Herrando,555500.0,0.0,0.02,0.0,0.17,0.06,0.06,0.0,0.0,0.17,0.06,0.05,0.11,39.29,33.81,86.04,1.34,35.82,0.0,0.0,0.06,2.18,0.0,0.17,100.0,0.17,52.78,0.06,6.16,0.0,0.45,2.13,0.0,1.79,0.84,1.01,0.11,6.04,0.62,0.0,0.0,2.35,55.26,1.57,56.0,0.56,3.13,1.34,0.17,0.0,0.0,0.06,0.0,,0.11,1.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.68,per90,3.0,1.8340701051056385,1.8011348769068718,0.6935188174247742,13.195184418070868,11.318685020778451,192.0,248.0,51.463089,51.639958,45.516868,53.3607,Centre-Back,25.0,1.92,Spain,€4.00m,"Jun 30, 2030","Feb 28, 2001","Jul 1, 2023",,"[""CB""]"
Valentin Rosier,Osasuna,31,2554,1,0.67,3,19,1,4,5.26,0,6,1,2.02,16,1050,854,81.33,34,29.57,11,23.91,46,210,0,28,63.64,44,1713,27,338,7,20,153,3,48,29,43,7,88,4.0,0,0,96,50.26,19,57.58,19,109,34,4,1,0,0,0,,4,37,0,0,0,0,0,0,0,0,0,0,0,6.68,Spain La Liga,total,25/26,63d337d373e2,Valentin Rosier,Valentin Rosier,441170.0,0.04,0.02,0.11,0.67,0.04,0.14,5.26,0.0,0.21,0.04,0.07,0.56,37.0,30.09,81.33,1.2,29.57,0.39,23.91,1.62,7.4,0.0,0.99,63.64,1.55,60.36,0.95,11.91,0.25,0.7,5.39,0.11,1.69,1.02,1.52,0.25,3.1,0.14,0.0,0.0,3.38,50.26,0.67,57.58,0.67,3.84,1.2,0.14,0.04,0.0,0.0,0.0,,0.14,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.68,per90,19.0,6.748972576111555,4.230974381789565,1.948618238791824,13.195184418070868,11.318685020778451,192.0,248.0,51.463089,51.639958,45.516868,53.3607,Right-Back,29.0,1.75,France,€3.00m,"Jun 30, 2028","Aug 19, 1996","Jul 1, 2025",,"[""FB""]"
Nemanja Gudelj,Sevilla,34,2370,2,1.33,9,31,0,1,6.45,1,6,0,0.4,7,1106,977,88.34,54,50.0,1,14.29,7,101,0,5,45.45,11,1455,7,166,2,11,80,0,35,23,25,6,127,18.0,0,1,51,43.22,43,63.24,17,92,40,9,0,0,0,0,,3,41,0,0,0,0,0,0,0,0,0,0,0,6.68,Spain La Liga,total,25/26,6bdceebda757,Nemanja Gudelj,Nemanja Gudelj,74294.0,0.08,0.05,0.34,1.18,0.0,0.04,6.45,0.04,0.23,0.0,0.02,0.27,42.0,37.1,88.34,2.05,50.0,0.04,14.29,0.27,3.84,0.0,0.19,45.45,0.42,55.25,0.27,6.3,0.08,0.42,3.04,0.0,1.33,0.87,0.95,0.23,4.82,0.68,0.0,0.04,1.94,43.22,1.63,63.24,0.65,3.49,1.52,0.34,0.0,0.0,0.0,0.0,,0.11,1.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.68,per90,31.0,5.2675101440399885,4.190701778978109,0.832065112888813,9.617935877180493,11.121424179917364,201.0,206.0,39.647959,61.323829,35.092745,37.8838,Defensive Midfield,34.0,1.87,Serbia,€2.50m,"Jun 30, 2026","Nov 16, 1991","Jul 23, 2019",,"[""DM""]"
